MS;refYears;spp;region;RFMO;area;select;landings;TAC;shareLanding;Thresh;commentsFinal;areaBis;speciesIncluded;area_new;areaBis_new;region_new
DNK;2016-2018;Ruvettus pretiosus;Other regions;WCPFC;West Central Pacific Ocean;-;-;-;-;-;;71;Ruvettus pretiosus;West Central Pacific Ocean;71;Other regions
DNK;2016-2018;Salmo salar;Baltic Sea;ICES;32;-;-;-;-;-;( Laks );27_3_D_32;Salmo salar;32;27_3_D_32;Baltic Sea
DNK;2016-2018;Salmo salar;North Sea and Eastern Arctic;ICES;I-II;-;-;-;-;-;( Laks );27_1,27_2;Salmo salar;I-II;27_1,27_2;North Sea and Eastern Arctic
DNK;2016-2018;Salmo salar;Baltic Sea;ICES;22-31;Y;33;21%;7%;Y;( Laks ) | FIDES Initial.Quantity = 18885 | Selected due to international obligation to sample landings of salmon;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31;Salmo salar;22-31;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31;Baltic Sea
DNK;2016-2018;Salmo salar;North Sea and Eastern Arctic;ICES;IV, VIId;-;-;-;-;-;( Laks );27_4,27_7_D;Salmo salar;IV, VIId;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Salmo salar;North Sea and Eastern Arctic;ICES;IIIa;-;-;-;-;-;( Laks );27_3_A;Salmo salar;IIIa;27_3_A;North Sea and Eastern Arctic
DNK;2016-2018;Salmo salar;North Atlantic;ICES;all areas;-;-;-;-;-;( Laks );27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Salmo salar;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Salmo salar;Other regions;NAFO S1 + ICES Sub- area XIV;21;-;-;-;-;-;( Laks );;Salmo salar;21;;Other regions
DNK;2016-2018;Salmo trutta;Baltic Sea;ICES;22-32;N;4;-;1%;Y;( Havørred );27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;Salmo trutta;22-32;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;Baltic Sea
DNK;2016-2018;Sander lucioperca;Baltic Sea;ICES;IIId;-;-;-;-;-;( Sandart );27_3_D;Sander lucioperca;IIId;27_3_D;Baltic Sea
DNK;2016-2018;Sarda sarda;Other regions;ICCAT;Atlantic Ocean and adjacent seas;Y;1;-;0%;N;( Atlantisk Bonito );21,31,27,34,37;Sarda sarda;Atlantic Ocean and adjacent seas;21,31,27,34,37;Other regions
DNK;2016-2018;Sardina pilchardus;North Atlantic;ICES;VIIIabd;-;-;-;-;-;( Sardin );27_8_A,27_8_B,27_8_D;Sardina pilchardus;VIIIabd;27_8_A,27_8_B,27_8_D;North Atlantic
DNK;2016-2018;Sardina pilchardus;Other regions;CECAF;34.1.1,34.1.3;N;988;-;2%;Y;( Sardin );34_1_1,34_1_3;Sardina pilchardus;34.1.1,34.1.3;34_1_1,34_1_3;Other regions
DNK;2016-2018;Sardina pilchardus;North Atlantic;ICES;VIIIc,IXa;-;-;-;-;-;( Sardin );27_8_C,27_9_A;Sardina pilchardus;VIIIc,IXa;27_8_C,27_9_A;North Atlantic
DNK;2016-2018;Sardina pilchardus;Other regions;;Azores, Madeira and Canary Islands;N;988;-;2%;Y;( Sardin );34;Sardina pilchardus;Azores, Madeira and Canary Islands;34;Other regions
DNK;2016-2018;Sardinella aurita;Other regions;CECAF;34.1.1,34.1.3,34.3.1,34.3.3-6;-;-;-;-;-;( Rund Sardinel );34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Sardinella aurita;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Other regions
DNK;2016-2018;Sardinella maderensis;Other regions;CECAF;34.1.1,34.1.3,34.3.1,34.3.3-6;-;-;-;-;-;( Madeira-Sardinel );34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Sardinella maderensis;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Other regions
DNK;2016-2018;Sardinella maderensis;Other regions;;Azores, Madeira and Canary Islands;-;-;-;-;-;( Madeira-Sardinel );34;Sardinella maderensis;Azores, Madeira and Canary Islands;34;Other regions
DNK;2016-2018;Schedophilus ovalis;Other regions;SEAFO;South-East Atlantic;-;-;-;-;-;;47;Schedophilus ovalis;South-East Atlantic;47;Other regions
DNK;2016-2018;Schedophilus velaini;Other regions;SEAFO;South-East Atlantic;-;-;-;-;-;;47;Schedophilus velaini;South-East Atlantic;47;Other regions
DNK;2016-2018;Scomber japonicus;North Atlantic;ICES;VIII,IX,X;-;-;-;-;-;( Spansk Makrel );27_8,27_9,27_10;Scomber japonicus;VIII,IX,X;27_8,27_9,27_10;North Atlantic
DNK;2016-2018;Scomber japonicus;Other regions;CECAF;34.1.1,34.1.3,34.3.1,34.3.3-6;-;-;-;-;-;( Spansk Makrel );34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Scomber japonicus;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Other regions
DNK;2016-2018;Scomber japonicus;Other regions;;Azores, Madeira and Canary Islands;-;-;-;-;-;( Spansk Makrel );34;Scomber japonicus;Azores, Madeira and Canary Islands;34;Other regions
DNK;2016-2018;Scomber scombrus;North Atlantic;ICES;II,IIIa,IV,V,VI,VII,VIII,IX;Y;37315;8%;8%;N;( Makrel ) | Sum of MS shares <10% = 29% | FIDES Initial.Quantity = 30639;27_2,27_3_A,27_4,27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9;Scomber scombrus;II,IIIa,IV,V,VI,VII,VIII,IX;27_2,27_3_A,27_4,27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9;North Atlantic
DNK;2016-2018;Scomber scombrus;North Sea and Eastern Arctic;ICES;II;N;97;74%;1%;Y;( Makrel ) | FIDES Initial.Quantity = 30639 | Unselected, since areas are covered in the North Atlantic;27_2;Scomber scombrus;II;27_2;North Sea and Eastern Arctic
DNK;2016-2018;Scomber scombrus;North Sea and Eastern Arctic;ICES;IIIa;N;233;62%;43%;N;( Makrel ) | FIDES Initial.Quantity = 17836 | Unselected, since areas are covered in the North Atlantic;27_3_A;Scomber scombrus;IIIa;27_3_A;North Sea and Eastern Arctic
DNK;2016-2018;Scomber scombrus;North Sea and Eastern Arctic;ICES;IV, VIId;N;23442;74%;12%;N;( Makrel ) | FIDES Initial.Quantity = 30639 | Unselected, since areas are covered in the North Atlantic;27_4,27_7_D;Scomber scombrus;IV, VIId;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Scomber spp;Other regions;CECAF;34.1.1,34.1.3,34.3.1,34.3.3-6;-;-;-;-;-;;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Scomber spp,Scomber australasicus,Scomber scombrus,Scomber japonicus;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Other regions
DNK;2016-2018;Scomber spp;Other regions;SEAFO;South-East Atlantic;-;-;-;-;-;;47;Scomber spp,Scomber australasicus,Scomber scombrus,Scomber japonicus;South-East Atlantic;47;Other regions
DNK;2016-2018;Scomberomorus brasiliensis;Other regions;ICCAT;Atlantic Ocean and adjacent seas;-;-;-;-;-;;21,31,27,34,37;Scomberomorus brasiliensis;Atlantic Ocean and adjacent seas;21,31,27,34,37;Other regions
DNK;2016-2018;Scomberomorus cavalla;Other regions;ICCAT;Atlantic Ocean and adjacent seas;-;-;-;-;-;;21,31,27,34,37;Scomberomorus cavalla;Atlantic Ocean and adjacent seas;21,31,27,34,37;Other regions
DNK;2016-2018;Scomberomorus commerson;Other regions;IOTC;Indian Ocean Western and Eastern;-;-;-;-;-;;51,57;Scomberomorus commerson;Indian Ocean Western and Eastern;51,57;Other regions
DNK;2016-2018;Scomberomorus guttatus;Other regions;IOTC;Indian Ocean Western and Eastern;-;-;-;-;-;;51,57;Scomberomorus guttatus;Indian Ocean Western and Eastern;51,57;Other regions
DNK;2016-2018;Scomberomorus maculatus;Other regions;ICCAT;Atlantic Ocean and adjacent seas;-;-;-;-;-;;21,31,27,34,37;Scomberomorus maculatus;Atlantic Ocean and adjacent seas;21,31,27,34,37;Other regions
DNK;2016-2018;Scomberomorus regalis;Other regions;ICCAT;Atlantic Ocean and adjacent seas;-;-;-;-;-;;21,31,27,34,37;Scomberomorus regalis;Atlantic Ocean and adjacent seas;21,31,27,34,37;Other regions
DNK;2016-2018;Scomberomorus tritor;Other regions;ICCAT;Atlantic Ocean and adjacent seas;-;-;-;-;-;;21,31,27,34,37;Scomberomorus tritor;Atlantic Ocean and adjacent seas;21,31,27,34,37;Other regions
DNK;2016-2018;Scophthalmus rhombus;North Sea and Eastern Arctic;ICES;IIIa;N;115;-;79%;Y;( Slethvarre );27_3_A;Scophthalmus rhombus;IIIa;27_3_A;North Sea and Eastern Arctic
DNK;2016-2018;Scophthalmus rhombus;North Atlantic;ICES;all areas;-;-;-;-;-;( Slethvarre );27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Scophthalmus rhombus;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Scophthalmus rhombus;North Sea and Eastern Arctic;ICES;IV, VIId;N;116;16%;7%;Y;( Slethvarre ) | FIDES Initial.Quantity = 1113;27_4,27_7_D;Scophthalmus rhombus;IV, VIId;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Scophthalmus rhombus;Baltic Sea;ICES;22-32;N;40;-;89%;Y;( Slethvarre );27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;Scophthalmus rhombus;22-32;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;Baltic Sea
DNK;2016-2018;Scyliorhinus canicula;North Sea and Eastern Arctic;ICES;IV, VIId;-;-;-;-;-;( Småplettet Rødhaj );27_4,27_7_D;Scyliorhinus canicula;IV, VIId;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Scyliorhinus canicula;North Atlantic;ICES;VI,VIIa-c,VIIe-j,VIIIa-d,IXa;-;-;-;-;-;( Småplettet Rødhaj );27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8_A,27_8_B,27_8_C,27_8_D,27_9_A;Scyliorhinus canicula;VI,VIIa-c,VIIe-j,VIIIa-d,IXa;27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8_A,27_8_B,27_8_C,27_8_D,27_9_A;North Atlantic
DNK;2016-2018;Scyliorhinus stellaris;North Atlantic;ICES;VI,VII;-;-;-;-;-;;27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K ;Scyliorhinus stellaris;VI,VII;27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K ;North Atlantic
DNK;2016-2018;Scyliorhinus stellaris;North Sea and Eastern Arctic;ICES;IV, VIId;-;-;-;-;-;;27_4,27_7_D;Scyliorhinus stellaris;IV, VIId;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Scymnodon ringens;North Atlantic;ICES;All areas;-;-;-;-;-;;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Scymnodon ringens;All areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Sebastes marinus;North Atlantic;ICES;ICES Sub areas V,VI,XII,XIV & NAFO SA 2 + (Div. 1F + 3K).;-;-;-;-;-;( Stor Rødfisk );27_5,27_6,27_12,27_14,21_1;Sebastes marinus;ICES Sub areas V,VI,XII,XIV & NAFO SA 2 + (Div. 1F + 3K).;27_5,27_6,27_12,27_14,21_1;North Atlantic
DNK;2016-2018;Sebastes marinus;North Sea and Eastern Arctic;ICES;I-II;N;4;-;6%;Y;( Stor Rødfisk );27_1,27_2;Sebastes marinus;I-II;27_1,27_2;North Sea and Eastern Arctic
DNK;2016-2018;Sebastes mentella;North Atlantic;ICES;ICES Sub areas V,VI,XII,XIV & NAFO SA 2 + (Div. 1F + 3K);-;-;-;-;-;( Lille Rødfisk );27_5,27_6,27_12,27_14,21?;Sebastes mentella;ICES Sub areas V,VI,XII,XIV & NAFO SA 2 + (Div. 1F + 3K);27_5,27_6,27_12,27_14,21?;North Atlantic
DNK;2016-2018;Sebastes mentella;North Sea and Eastern Arctic;ICES;I-II;-;-;-;-;-;( Lille Rødfisk );27_1,27_2;Sebastes mentella;I-II;27_1,27_2;North Sea and Eastern Arctic
DNK;2016-2018;Sebastes mentella;Other regions;NAFO SA1;21;-;-;-;-;-;( Lille Rødfisk );;Sebastes mentella;21;;Other regions
DNK;2016-2018;Sebastes mentella;North Sea and Eastern Arctic;ICES;IV;N;1;-;100%;Y;( Lille Rødfisk );27_4;Sebastes mentella;IV;27_4;North Sea and Eastern Arctic
DNK;2016-2018;Sebastes spp;Other regions;NAFO 3LN;21;-;-;-;-;-;( Rødfiskearter );;Sebastes spp;21;;Other regions
DNK;2016-2018;Sebastes spp;Other regions;NAFO 3O;21;-;-;-;-;-;( Rødfiskearter );;Sebastes spp;21;;Other regions
DNK;2016-2018;Sebastes spp;Other regions;NAFO 3M;21;-;-;-;-;-;( Rødfiskearter );;Sebastes spp;21;;Other regions
DNK;2016-2018;Selar crumenophthalmus;Other regions;SIOFA;Runion et Mayotte;-;-;-;-;-;;;Selar crumenophthalmus;Runion et Mayotte;;Other regions
DNK;2016-2018;Sepia hierredda;Other regions;CECAF;34.1.1,34.1.3,34.3.1,34.3.3-6;-;-;-;-;-;;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Sepia hierredda;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Other regions
DNK;2016-2018;Sepia officinalis;North Atlantic;ICES;all areas;-;-;-;-;-;( Sepiablæksprutte );27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Sepia officinalis;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Sepia officinalis;Other regions;CECAF;34.1.1,34.1.3,34.3.1,34.3.3-6;-;-;-;-;-;( Sepiablæksprutte );34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Sepia officinalis;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Other regions
DNK;2016-2018;Sepia spp;Other regions;CECAF;34.1.1,34.1.3,34.3.1,34.3.3-6;-;-;-;-;-;;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Sepia spp;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Other regions
DNK;2016-2018;Serranidae;Other regions;WECAFC;Guadeloupe and Martinique;-;-;-;-;-;;31;Serranidae;Guadeloupe and Martinique;31;Other regions
DNK;2016-2018;Serranidae;Other regions;SIOFA;Runion et Mayotte;-;-;-;-;-;;;Serranidae;Runion et Mayotte;;Other regions
DNK;2016-2018;Solea solea;North Atlantic;ICES;VIIhjk;-;-;-;-;-;( Tunge );27_7_H,27_7_J,27_7_K;Solea solea;VIIhjk;27_7_H,27_7_J,27_7_K;North Atlantic
DNK;2016-2018;Solea solea;North Atlantic;ICES;VIIIc;-;-;-;-;-;( Tunge );27_8_C;Solea solea;VIIIc;27_8_C;North Atlantic
DNK;2016-2018;Solea solea;North Sea and Eastern Arctic;ICES;VIId;-;-;-;-;-;( Tunge );27_7_D;Solea solea;VIId;27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Solea solea;North Atlantic;ICES;VIIIab;-;-;-;-;-;( Tunge );27_8_A,27_8_B;Solea solea;VIIIab;27_8_A,27_8_B;North Atlantic
DNK;2016-2018;Solea solea;North Atlantic;ICES;Ixa;-;-;-;-;-;( Tunge );27_9_A;Solea solea;Ixa;27_9_A;North Atlantic
DNK;2016-2018;Solea solea;North Atlantic;ICES;VIIfg;-;-;-;-;-;( Tunge );27_7_F,27_7_G;Solea solea;VIIfg;27_7_F,27_7_G;North Atlantic
DNK;2016-2018;Solea solea;North Sea and Eastern Arctic;ICES;IV;N;385;4%;3%;Y;( Tunge ) | Sum of MS shares <10% = 25% | FIDES Initial.Quantity = 597;27_4;Solea solea;IV;27_4;North Sea and Eastern Arctic
DNK;2016-2018;Solea solea;Baltic Sea;ICES;22;Y;43;-;98%;Y;( Tunge ) | Selected and combined with IIIa for sampling, since stock covers both IIIa and 22;27_3_C_22;Solea solea;IIIa, 22;27_3_A,27_3_C_22;North Sea and Eastern Arctic
DNK;2016-2018;Solea solea;North Atlantic;ICES;VIIa;-;-;-;-;-;( Tunge );27_7_A;Solea solea;VIIa;27_7_A;North Atlantic
DNK;2016-2018;Solea solea;North Atlantic;ICES;VIIbc;-;-;-;-;-;( Tunge );27_7_B,27_7_C;Solea solea;VIIbc;27_7_B,27_7_C;North Atlantic
DNK;2016-2018;Solea solea;North Atlantic;ICES;VIIe;-;-;-;-;-;( Tunge );27_7_E;Solea solea;VIIe;27_7_E;North Atlantic
DNK;2016-2018;Solea solea;North Sea and Eastern Arctic;ICES;IIIa;Y;306;84%;83%;N;( Tunge ) | FIDES Initial.Quantity = 376 | Combined with area 22 for sampling, since stock covers both IIIa and 22;27_3_A;Solea solea;IIIa, 22;27_3_A,27_3_C_22;North Sea and Eastern Arctic
DNK;2016-2018;Sparidae;North Atlantic;ICES;all areas;-;-;-;-;-;( Havrudearter );27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Sparidae;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Sparidae;Other regions;CECAF;34.1.1,34.1.3,34.3.1,34.3.3-6;-;-;-;-;-;( Havrudearter );34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Sparidae;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Other regions
DNK;2016-2018;Sparisoma cretense;Other regions;;Azores, Madeira and Canary Islands;-;-;-;-;-;;34;Sparisoma cretense;Azores, Madeira and Canary Islands;34;Other regions
DNK;2016-2018;Sparus spp;Other regions;CECAF;34.1.1;-;-;-;-;-;;34_1_1;Sparus spp;34.1.1;34_1_1;Other regions
DNK;2016-2018;Sphyrna lewini;Other regions;IOTC;Indian Ocean Western and Eastern;-;-;-;-;-;;51,57;Sphyrna lewini;Indian Ocean Western and Eastern;51,57;Other regions
DNK;2016-2018;Sprattus sprattus;North Sea and Eastern Arctic;ICES;IIIa;Y;3770;72%;82%;N;( Brisling ) | FIDES Initial.Quantity = 17840;27_3_A;Sprattus sprattus;IIIa;27_3_A;North Sea and Eastern Arctic
DNK;2016-2018;Sprattus sprattus;North Sea and Eastern Arctic;ICES;VIId;N;-;32%;0%;Y;( Brisling ) | FIDES Initial.Quantity = 1071;27_7_D;Sprattus sprattus;VIId;27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Sprattus sprattus;North Sea and Eastern Arctic;ICES;IV;Y;155091;91%;91%;N;( Brisling ) | FIDES Initial.Quantity = 151264;27_4;Sprattus sprattus;IV;27_4;North Sea and Eastern Arctic
DNK;2016-2018;Sprattus sprattus;Baltic Sea;ICES;22-32;Y;23341;10%;10%;N;( Brisling ) | Sum of MS shares <10% = 26% | FIDES Initial.Quantity = 25875;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;Sprattus sprattus;22-32;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;Baltic Sea
DNK;2016-2018;Squalus acanthias;North Sea and Eastern Arctic;ICES;all areas;N;14;-;54%;Y;( Pighaj );27_4,27_7_D;Squalus acanthias;all areas;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Squalus acanthias;North Atlantic;ICES;All areas;-;-;-;-;-;( Pighaj );27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Squalus acanthias;All areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Strombus gigas;Other regions;WECAFC;West Central Atlantic;-;-;-;-;-;;31;Strombus gigas;West Central Atlantic;31;Other regions
DNK;2016-2018;Tetrapturus albidus;Other regions;ICCAT;Atlantic Ocean and adjacent seas;-;-;-;-;-;;21,31,27,34,37;Tetrapturus albidus;Atlantic Ocean and adjacent seas;21,31,27,34,37;Other regions
DNK;2016-2018;Tetrapturus angustirostris;Other regions;WCPFC;West Central Pacific Ocean;-;-;-;-;-;;71;Tetrapturus angustirostris;West Central Pacific Ocean;71;Other regions
DNK;2016-2018;Tetrapturus audax;Other regions;WCPFC;West Central Pacific Ocean;-;-;-;-;-;;71;Tetrapturus audax;West Central Pacific Ocean;71;Other regions
DNK;2016-2018;Tetrapturus audax;Other regions;IOTC;Indian Ocean Western and Eastern;-;-;-;-;-;;51,57;Tetrapturus audax;Indian Ocean Western and Eastern;51,57;Other regions
DNK;2016-2018;Tetrapturus audax;Other regions;IATTC;East Pacific Ocean;-;-;-;-;-;;;Tetrapturus audax;East Pacific Ocean;;Other regions
DNK;2016-2018;Thunnus alalunga;Other regions;ICCAT;Atlantic Ocean and adjacent seas;-;-;-;-;-;;31, 34, 41, 47;Thunnus alalunga;Atlantic Ocean and adjacent seas;31, 34, 41, 47;Other regions
DNK;2016-2018;Thunnus alalunga;Other regions;IOTC;Indian Ocean Western and Eastern;-;-;-;-;-;;51,57;Thunnus alalunga;Indian Ocean Western and Eastern;51,57;Other regions
DNK;2016-2018;Thunnus alalunga;Other regions;WCPFC;West Central Pacific Ocean;-;-;-;-;-;;71;Thunnus alalunga;West Central Pacific Ocean;71;Other regions
DNK;2016-2018;Thunnus alalunga;Other regions;IATTC;East Pacific Ocean;-;-;-;-;-;;;Thunnus alalunga;East Pacific Ocean;;Other regions
DNK;2016-2018;Thunnus albacares;Other regions;IATTC;East Pacific Ocean;-;-;-;-;-;;;Thunnus albacares;East Pacific Ocean;;Other regions
DNK;2016-2018;Thunnus albacares;Other regions;IOTC;Indian Ocean Western and Eastern;-;-;-;-;-;;51,57;Thunnus albacares;Indian Ocean Western and Eastern;51,57;Other regions
DNK;2016-2018;Thunnus albacares;Other regions;WCPFC;West Central Pacific Ocean;-;-;-;-;-;;71;Thunnus albacares;West Central Pacific Ocean;71;Other regions
DNK;2016-2018;Thunnus albacares;Other regions;ICCAT;Atlantic Ocean and adjacent seas;-;-;-;-;-;;21,27, 37;Thunnus albacares;Atlantic Ocean and adjacent seas;21,27, 37;Other regions
DNK;2016-2018;Thunnus atlanticus;Other regions;ICCAT;Atlantic Ocean and adjacent seas;-;-;-;-;-;;21,31,27,34,37;Thunnus atlanticus;Atlantic Ocean and adjacent seas;21,31,27,34,37;Other regions
DNK;2016-2018;Thunnus obesus;Other regions;WCPFC;West Central Pacific Ocean;-;-;-;-;-;;71;Thunnus obesus;West Central Pacific Ocean;71;Other regions
DNK;2016-2018;Thunnus obesus;Other regions;ICCAT;Atlantic Ocean and adjacent seas;-;-;-;-;-;;21,31,27,34,37;Thunnus obesus;Atlantic Ocean and adjacent seas;21,31,27,34,37;Other regions
DNK;2016-2018;Thunnus obesus;Other regions;IOTC;Indian Ocean Western and Eastern;-;-;-;-;-;;51,57;Thunnus obesus;Indian Ocean Western and Eastern;51,57;Other regions
DNK;2016-2018;Thunnus obesus;Other regions;IATTC;East Pacific Ocean;-;-;-;-;-;;;Thunnus obesus;East Pacific Ocean;;Other regions
DNK;2016-2018;Thunnus orientalis;Other regions;IATTC;East Pacific Ocean;-;-;-;-;-;;;Thunnus orientalis;East Pacific Ocean;;Other regions
DNK;2016-2018;Thunnus orientalis;Other regions;WCPFC;West Central Pacific Ocean;-;-;-;-;-;;71;Thunnus orientalis;West Central Pacific Ocean;71;Other regions
DNK;2016-2018;Thunnus thynnus;Other regions;ICCAT;Atlantic Ocean and adjacent seas;-;-;-;-;-;( Tunfisk );31,27,34,37,47;Thunnus thynnus;Atlantic Ocean and adjacent seas;31,27,34,37,47;Other regions
DNK;2016-2018;Thunnus tonggol;Other regions;IOTC;Indian Ocean Western and Eastern;-;-;-;-;-;;51,57;Thunnus tonggol;Indian Ocean Western and Eastern;51,57;Other regions
DNK;2016-2018;Torpedo marmorata;North Atlantic;ICES;all areas;-;-;-;-;-;;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Torpedo marmorata;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
